Date,Orquestra,Title,Singer,Style,Composer,Author
1927-04-22,Eduardo BIANCO - BACHICHA,Siempre,Eduardo Bianco,TANGO,Eduardo Bianco,Eduardo Bianco
1927-04-22,Eduardo BIANCO - BACHICHA,Plegaria,Juan Arvizu y coro,TANGO,Eduardo Bianco,Eduardo Bianco
1928-01-01,Eduardo BIANCO - BACHICHA,Recuerdo, ,TANGO,Osvaldo Pugliese,Eduardo Moreno
1951-01-01,Eduardo DEL PIANO,En la vía,Mario Bustos,TANGO,Nicolás Vaccaro,Eduardo Escaris Méndez
1951-09-17,Eduardo DEL PIANO,Chiqué, ,TANGO,Ricardo Luis Brignolo,Ricardo Brignolo
1951-09-17,Eduardo DEL PIANO,La rayuela, ,TANGO,Julio De Caro, 
1951-09-17,Eduardo DEL PIANO,No me pregunten por qué,Héctor de Rosas,TANGO,Carlos Di Sarli,Reynaldo Pignataro
1951-12-05,Eduardo DEL PIANO,Milonga con variación (Milonga con variaciones), ,TANGO,Francisco Canaro, 
1952-01-01,Eduardo DEL PIANO,Mocosita,Héctor de Rosas,TANGO,Gerardo Matos Rodríguez,Víctor Soliño
1952-01-01,Eduardo DEL PIANO,No te quiero más,Mario Bustos,TANGO,Juan Baüer,Juan Baüer
1952-01-01,Eduardo DEL PIANO,Virgen de serrania,Mario Bustos y Héctor de Rosas,TANGO, , 
1952-04-25,Eduardo DEL PIANO,Raza Criolla (El Taita), ,TANGO,Salvador Grupillo, 
1952-04-25,Eduardo DEL PIANO,Tu olvido,Mario Bustos y Héctor de Rosas,VALS,Vicente Spina,Vicente Spina
1952-07-02,Eduardo DEL PIANO,Ahí va el dulce, ,TANGO,Juan Canaro,Osvaldo Sosa Cordero
1952-07-02,Eduardo DEL PIANO,Margot,Mario Bustos,TANGO,José Ricardo y Carlos Gardel,Celedonio Flores
1952-10-20,Eduardo DEL PIANO,El arroyito, ,TANGO,Samuel Castriota,Celedonio Flores
1952-12-29,Eduardo DEL PIANO,Para florearse, ,MILONGA,Juan Pomati y Ernesto Rossi y Francisco Rotundo, 
1953-01-01,Eduardo DEL PIANO,Cuartito azul,Héctor de Rosas,TANGO,Mariano Mores,Mario Battistella
1953-01-01,Eduardo DEL PIANO,El choclo, ,TANGO,Angel Villoldo,Angel Villoldo
1953-01-01,Eduardo DEL PIANO,Infamia,Mario Bustos,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo
1953-10-16,Eduardo DEL PIANO,La beba, ,TANGO,Osvaldo Pugliese, 
1954-04-22,Eduardo DEL PIANO,Mandria,Mario Bustos,TANGO,Juan Rodríguez,Francisco Brancatti y Juan Velich
1954-11-16,Eduardo DEL PIANO,Buenos Aires,Héctor de Rosas,TANGO,Manuel Jovés,Manuel Romero
1954-11-16,Eduardo DEL PIANO,Doblando el codo,Rubén Grillo,TANGO,Eduardo Del Piano,Juan Manuel Mañueco
1955-01-01,Eduardo DEL PIANO,El remate, ,TANGO,Alberto Pugliese, 
1955-01-01,Eduardo DEL PIANO,Mirame a mi,Rubén Grillo,MILONGA,Francisco Pracánico,Luis Rubistein
1955-05-26,Eduardo DEL PIANO,Remembranza,Héctor de Rosas,TANGO,Mario Melfi,Mario Battistella
1929-01-01,Eduardo DU PERRON,Cotorro soñador,Luis Mandarino,TANGO, , 
1932-01-01,Eduardo DU PERRON,Tango mio, ,TANGO,Osvaldo Fresedo,Emilio Fresedo
2016-03-01,EL CACHIVACHE Quinteto,Buscándote, ,TANGO,Eduardo Scalise,Eduardo Scalise
2016-03-01,EL CACHIVACHE Quinteto,Catamarca, ,TANGO,Eduardo Arolas,Jesús Fernández Blanco
2016-03-01,EL CACHIVACHE Quinteto,Comparsa criolla (Comme il faut), ,TANGO,Rafael Iriarte, 
2016-03-01,EL CACHIVACHE Quinteto,Corazón, ,TANGO,Carlos Di Sarli,Héctor Marcó
2016-03-01,EL CACHIVACHE Quinteto,El acomodo, ,TANGO,Edgardo Donato, 
2016-03-01,EL CACHIVACHE Quinteto,Milonguero viejo, ,TANGO,Carlos Di Sarli,Enrique Carrera Sotelo
2016-03-01,EL CACHIVACHE Quinteto,Oigo tu voz, ,TANGO,Mario Canaro,Francisco García Jiménez
2016-03-01,EL CACHIVACHE Quinteto,Que falta que me hacés, ,TANGO,Armando Pontier y Miguel Caló,Federico Silva
2016-03-01,EL CACHIVACHE Quinteto,Te aconsejo que me olvides, ,TANGO,Pedro Maffia,Jorge Curi
2016-12-01,EL CACHIVACHE Quinteto,Celosa mente, ,TANGO,Pablo Montanelli, 
2016-12-01,EL CACHIVACHE Quinteto,El viajero, ,TANGO,Pablo Montanelli, 
2016-12-01,EL CACHIVACHE Quinteto,En Boedo, ,TANGO,Pablo Montanelli, 
2016-12-01,EL CACHIVACHE Quinteto,Fetiche (2), ,TANGO,Vito Venturino, 
2016-12-01,EL CACHIVACHE Quinteto,Madrugada, ,TANGO,Vito Venturino, 
2016-12-01,EL CACHIVACHE Quinteto,Para vos, ,TANGO,Pablo Montanelli, 
2016-12-01,EL CACHIVACHE Quinteto,Paternal, ,TANGO,Pablo Montanelli, 
2016-12-01,EL CACHIVACHE Quinteto,Punk tango, ,TANGO,Julian Graciano, 
2016-12-01,EL CACHIVACHE Quinteto,Se hizo de noche, ,TANGO,Vito Venturino, 
2016-12-01,EL CACHIVACHE Quinteto,Tango urgente, ,TANGO,Vito Venturino, 
2016-12-01,EL CACHIVACHE Quinteto,Transylvanika, ,TANGO,Pablo Montanelli, 
2018-06-01,EL CACHIVACHE Quinteto,Cielo rojo, ,TANGO,Pablo Montanelli y Vito Venturino, 
2018-06-01,EL CACHIVACHE Quinteto,El blues de Wanda, ,TANGO,Pablo Montanelli y Vito Venturino, 
2018-06-01,EL CACHIVACHE Quinteto,El ingeniero, ,TANGO,Alejandro Junnissi, 
2018-06-01,EL CACHIVACHE Quinteto,En contrastes, ,TANGO,Pablo Montanelli y Vito Venturino, 
2018-06-01,EL CACHIVACHE Quinteto,Inspiración, ,TANGO,Peregrino Paulos,Luis Rubistein
2018-06-01,EL CACHIVACHE Quinteto,Maipo, ,TANGO,Eduardo Arolas,Gabriel Clausi
2018-06-01,EL CACHIVACHE Quinteto,Montán, ,TANGO,Pablo Montanelli, 
2018-06-01,EL CACHIVACHE Quinteto,Muerte dulce, ,TANGO,Pablo Montanelli y Vito Venturino, 
2018-06-01,EL CACHIVACHE Quinteto,No me extraña, ,TANGO,Antonio Alfonso Romano y Alberto Celenza,Carlos Bahr
2018-06-01,EL CACHIVACHE Quinteto,Saavedra, ,TANGO,Pablo Montanelli y Vito Venturino, 
2018-06-01,EL CACHIVACHE Quinteto,Tango del infinito, ,TANGO,Pablo Montanelli y Vito Venturino, 
2020-06-01,EL CACHIVACHE Quinteto,Al verla pasar, ,TANGO,Joaquín Mora,José María Contursi
2020-06-01,EL CACHIVACHE Quinteto,Gloria, ,TANGO,Humberto Canaro,Armando Tagini
2020-06-01,EL CACHIVACHE Quinteto,Junto a tu corazón, ,TANGO,Enrique Francini y Héctor Stamponi,José María Contursi
2020-06-01,EL CACHIVACHE Quinteto,La maraña, ,TANGO,Adriano De Vita, 
2020-06-01,EL CACHIVACHE Quinteto,La noche que te fuiste, ,TANGO,Osmar Maderna,José María Contursi
2020-06-01,EL CACHIVACHE Quinteto,Marión, ,TANGO,Luis Rubistein,Luis Rubistein
2020-06-01,EL CACHIVACHE Quinteto,Requiem para Beto, ,TANGO,Vito Venturino, 
2020-06-01,EL CACHIVACHE Quinteto,Rosario, ,TANGO,Pacha Mendes, 
2020-06-01,EL CACHIVACHE Quinteto,Varela Varelita, ,TANGO,Pacha Mendes, 
2020-08-01,EL CACHIVACHE Quinteto,Automático, ,ELECTRO TANGO,Vito Venturino, 
2020-08-01,EL CACHIVACHE Quinteto,Berlin, ,ELECTRO TANGO,Vito Venturino, 
2020-08-01,EL CACHIVACHE Quinteto,Buscándote, ,ELECTRO TANGO,Eduardo Scalise,Eduardo Scalise
2020-08-01,EL CACHIVACHE Quinteto,Cité tango, ,ELECTRO TANGO,Astor Piazzolla, 
2020-08-01,EL CACHIVACHE Quinteto,Como la gente,Super J,ELECTRO TANGO, , 
2020-08-01,EL CACHIVACHE Quinteto,Comparsa criolla (Comme il faut), ,ELECTRO TANGO,Rafael Iriarte, 
2020-08-01,EL CACHIVACHE Quinteto,Ella es así, ,ELECTRO MILONGA,Luis Martino,Manuel Carretero
2020-08-01,EL CACHIVACHE Quinteto,Everybody hurts, ,ELECTRO VALS,R.E.M.,R.E.M.
2020-08-01,EL CACHIVACHE Quinteto,Tiempo en el aire, ,ELECTRO TANGO, , 
2020-08-01,EL CACHIVACHE Quinteto,Tokyo, ,ELECTRO TANGO, , 
1957-08-07,Dir. Roberto Nievas Blanco,Arrabalero,Elba BERON,TANGO,Osvaldo Fresedo,Eduardo Calvo
1957-08-07,Dir. Roberto Nievas Blanco,Engañera,Elba BERON,ZAMBA, , 
1957-08-07,Dir. Roberto Nievas Blanco,Garufa,Elba BERON,TANGO,Juan Antonio Collazo,Víctor Soliño y Roberto Fontaina
1957-08-07,Dir. Roberto Nievas Blanco,La olla i locro,Elba BERON,CHACARERA, , 
1953-04-06, ,El desafío,Elba y Rosita BERON,MILONGA,René Ruiz,Charrúa (Gualberto Márquez)
1953-04-06, ,Las dos puntas,Elba y Rosita BERON,CUECA, , 
1953-08-26, ,Marcado esta mi destino,Elba y Rosita BERON,MILONGA, , 
1953-08-26, ,Zamba de mi pago,Elba y Rosita BERON,TANGO, , 
1953-11-26, ,La firmeza,Elba y Rosita BERON,DANZA, , 
1953-11-26, ,La monjita,Elba y Rosita BERON,VALS, , 
1954-05-13, ,Mi pachamama,Elba y Rosita BERON,CANCION, , 
1954-05-13, ,Tata no quiere,Elba y Rosita BERON,MILONGA,René Ruiz, Charrúa
1954-08-02, ,El templandito,Elba y Rosita BERON,TONADA, , 
1954-08-02, ,Tu olvido (2),Elba y Rosita BERON,ZAMBA, , 
1954-09-21, ,La cuarentona (2),Elba y Rosita BERON,MILONGA, , 
1954-09-21, ,La llorona,Elba y Rosita BERON,ZAMBA, , 
1954-11-16, ,Como higo e tuna,Elba y Rosita BERON,MILONGA, , 
1954-11-16, ,Lloraré,Elba y Rosita BERON,ZAMBA, , 
1954-11-30, ,El arriero va,Elba y Rosita BERON,CANCION, , 
1954-12-02, ,Tarareando,Elba y Rosita BERON,CHACARERA,Juan José Guichandut y Oscar Rubens,Juan José Guichandut y Oscar Rubens
1955-06-03, ,Cueca pa Doña Pepa,Elba y Rosita BERON,TANGO, , 
1955-06-03, ,Mi lazo,Elba y Rosita BERON,ZAMBA, , 
1955-06-30, ,A San Juan,Elba y Rosita BERON,CUECA, , 
1955-06-30, ,Feliz cumpleaños mamá,Elba y Rosita BERON,VALS,Miguel Roberto Abrodos,Eugenio Majul
1955-10-05,Dir. Orquesta Julio Nistal,Chacarera del sufrido,Elba y Rosita BERON,TANGO, , 
1955-10-05,Dir. Orquesta Julio Nistal,Glorias norteñas,Elba y Rosita BERON,ZAMBA, , 
1956-03-26, ,Caminos de Salta,Elba y Rosita BERON,ZAMBA, , 
1956-03-26, ,Como el coyuyo,Elba y Rosita BERON,TONADA, , 
1956-03-26, ,Linda mi mama,Elba y Rosita BERON,CHACARERA, , 
1956-03-26, ,Porteños y provincianos,Elba y Rosita BERON,CHACARERA, , 
1956-12-03, ,Baioncito Chacarero,Elba y Rosita BERON,BAION, , 
1956-12-03, ,Cueca pa Don Jose,Elba y Rosita BERON,TANGO, , 
1956-12-03, ,La tia renuncia,Elba y Rosita BERON,CHAMAME, , 
1956-12-03, ,Luna lunita,Elba y Rosita BERON,CANCION, , 
1962-06-01,Enrique ALESSIO,La cumparsita, ,TANGO,Gerardo Matos Rodriguez,Gerardo Matos Rodriguez
1962-06-01,Enrique ALESSIO,Milonguita (Esthercita),José Berón,TANGO,Enrique Delfino,Samuel Linnig
1962-06-12,Enrique ALESSIO,No pediste perdón,José Berón,TANGO, , 
1962-06-12,Enrique ALESSIO,Por las calles del tango,José Berón,TANGO, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Andate con ella,Enrique CAMPOS,TANGO,Norberto Ramos,Alfredo Dalton
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Aqui tienes mi historia,Enrique CAMPOS,TANGO, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Aunque me llame papa,Enrique CAMPOS,TANGO, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Buenos Aires del 40,Enrique CAMPOS,TANGO, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Cuando seas mayorcito,Enrique CAMPOS,TANGO, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Discos de Gardel,Enrique CAMPOS,TANGO,Eduardo Del Piano,Horacio Sanguinetti
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Ebrio,Enrique CAMPOS,TANGO,Rafael Rossi,José Rial
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),El sueño del pibe,Enrique CAMPOS,TANGO,Juan Puey,Reinaldo Yiso
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),El viejo vals,Enrique CAMPOS,TANGO,Charlo,José González Castillo
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Mi Maria Rosa,Enrique CAMPOS,VALS, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Mi viejo querido,Enrique CAMPOS,TANGO, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Nada más que un corazón,Enrique CAMPOS,TANGO,Manuel Sucher,Carlos Bahr
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Para el final,Enrique CAMPOS,TANGO, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Por eso canto yo,Enrique CAMPOS,TANGO,Juan Puey,Reinaldo Yiso
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Se salvó el pibe,Enrique CAMPOS,TANGO, , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Tamborilea,Enrique CAMPOS,MILONGA [MILONGA CANDOMBE], , 
1969-01-01,Dir. Cuarteto A Puro Tango (Miguel Nijensohn),Un regalo de Reyes,Enrique CAMPOS,TANGO,Pascual Mamone,Reinaldo Yiso
1955-11-03,Enrique FRANCINI,La trilla, ,TANGO,Eduardo Arolas, 
1955-11-03,Enrique FRANCINI,Petit salón,Alberto Podestá,TANGO,Vicente Demarco,Silvio Marinucc
1955-12-13,Enrique FRANCINI,Bailemos,Alberto Podestá,TANGO,Pascual Mamone,Reinaldo Yiso
1955-12-13,Enrique FRANCINI,Sensiblero, ,TANGO,Julián Plaza, 
1956-01-19,Enrique FRANCINI,Alguien,Alberto Podestá,TANGO,Héctor Stamponi,Eugenio Majul
1956-01-19,Enrique FRANCINI,El resero, ,TANGO,Raimundo Petillo, 
1956-01-19,Enrique FRANCINI,Inspiración, ,TANGO,Peregrino Paulos,Luis Rubistein
1956-01-19,Enrique FRANCINI,Las rosas de mi madre,Alberto Podestá,VALS,Enrique Francini,María Ester M. de Carnevale
1956-03-07,Enrique FRANCINI,El gurí, ,TANGO,Julio Ahumada, 
1956-03-07,Enrique FRANCINI,Un tango para el recuerdo,Alberto Podestá,TANGO,Rafael del Bagno,Antonio Cantó
1956-07-27,Enrique FRANCINI,Elegante papirusa, ,TANGO,Tito Roccatagliata, 
1956-07-27,Enrique FRANCINI,Es hora de vivir,Alberto Podestá,TANGO,Enrique Francini,Carlos Bahr
1956-07-27,Enrique FRANCINI,Fueron tres años,Alberto Podestá,TANGO,Juan Pablo Marín,Juan Pablo Marín
1956-07-27,Enrique FRANCINI,Tamborilera, ,MILONGA,Juan José Paz, 
1956-11-14,Enrique FRANCINI,Muriéndome de amor,Julia Vidal,TANGO,Manuel Sucher,Carlos Bahr
1956-11-14,Enrique FRANCINI,Tema otoñal, ,TANGO,Enrique Francini, 
1956-12-20,Enrique FRANCINI,La miel de tu boquita,Julia Vidal,VALS,Ángel Cabral,Enrique Dizeo
1956-12-20,Enrique FRANCINI,Quedémonos aquí,Carlos Ferrán,TANGO,Héctor Stamponi,Homero Expósito
1957-04-03,Enrique FRANCINI,Destino de flor,Roberto Rufino,TANGO,Roberto Rufino,Alejandro Romay
1957-04-03,Enrique FRANCINI,Espérame en el cielo,Roberto Rufino,TANGO,Paquito López Vidal,Paquito López Vidal
1957-04-03,Enrique FRANCINI,Melodia oriental,Roberto Rufino,TANGO,Juan Carlos Howard y Roberto Zerrillo,Enrique Cadícamo
1957-09-18,Enrique FRANCINI,Cabulero, ,TANGO,Leopoldo Federico,Manuel Ceferino Flores
1957-09-18,Enrique FRANCINI,Mientras viva,Carlos Ferrán,TANGO,Lucio Demare,Eugenio Majul
1958-03-14,Enrique FRANCINI,Bailonga, ,MILONGA,Mariano Mores, 
1958-03-14,Enrique FRANCINI,Qué me importa tu pasado,Oscar Gallardo,TANGO,Manuel Sucher,Roberto Giménez
1959-06-12,Enrique FRANCINI,Bebiendo contigo,Oscar Gallardo,TANGO,Enrique Francini,Carlos Bahr
1959-06-12,Enrique FRANCINI,Danzarín, ,TANGO,Julián Plaza, 
1970-05-20,Enrique FRANCINI,Chiqué, ,TANGO,Ricardo Luis Brignolo,Ricardo Brignolo
1970-05-20,Enrique FRANCINI,Tema otoñal, ,TANGO,Enrique Francini, 
1970-06-17,Enrique FRANCINI,Tierrita, ,TANGO,Agustín Bardi,Jesús Fernández Blanco
1970-06-18,Enrique FRANCINI,El choclo, ,TANGO,Angel Villoldo,Angel Villoldo
1970-07-15,Enrique FRANCINI,El arranque, ,TANGO,Julio De Caro,Mario César Gomila
1970-07-15,Enrique FRANCINI,El buey solo, ,TANGO,Agustín Bardi, 
1970-08-26,Enrique FRANCINI,Melodía oriental, ,TANGO,Juan Carlos Howard y Roberto Zerrillo,Enrique Cadícamo
1970-08-27,Enrique FRANCINI,Inspiración, ,TANGO,Peregrino Paulos,Luis Rubistein
1970-08-27,Enrique FRANCINI,Ojos negros, ,TANGO,Vicente Greco,Pedro Numa Cordoba
1970-12-18,Enrique FRANCINI,Milonga con variación (Milonga con variaciones), ,MILONGA,Francisco Canaro, 
1977-01-01,Enrique FRANCINI,A media luz, ,TANGO,Edgardo Donato,Carlos Lenzi
1977-01-01,Enrique FRANCINI,Adiós Nonino, ,TANGO,Astor Piazzolla,Eladia Blázquez
1977-01-01,Enrique FRANCINI,Buen amigo, ,TANGO,Julio De Caro,Juan Carlos Marambio Catan
1977-01-01,Enrique FRANCINI,Caminito, ,TANGO,Juan de Dios Filiberto,Gabino Coria Peñaloza
1977-01-01,Enrique FRANCINI,El choclo, ,TANGO,Angel Villoldo,Angel Villoldo
1977-01-01,Enrique FRANCINI,La cumparsita, ,TANGO,Gerardo Matos Rodriguez,Gerardo Matos Rodriguez
1977-01-01,Enrique FRANCINI,Ojos negros, ,TANGO,Vicente Greco,Pedro Numa Cordoba
1977-01-01,Enrique FRANCINI,Qué noche, ,TANGO,Agustín Bardi, 
1977-01-01,Enrique FRANCINI,Retintín, ,TANGO,Eduardo Arolas,Gabriel Clausi
1977-01-01,Enrique FRANCINI,"Seleccion de milongas (Taquito militar, Azabache,La puñalada)", ,TANGO, , 
1977-01-01,Enrique FRANCINI,Tema otoñal, ,TANGO,Enrique Francini, 
1977-01-01,Enrique FRANCINI,Yira yira, ,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo
1965-07-28,Enrique MORA,Confesión,Raúl Ledesma,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo y Luis César Amadori
1965-07-28,Enrique MORA,El once (A divertirse), ,TANGO,Osvaldo Fresedo,Emilio Fresedo
1965-07-28,Enrique MORA,Fascinacion, ,VALS,Marcheti, 
1965-07-28,Enrique MORA,Fuegos artificiales, ,TANGO,Roberto Firpo y Eduardo Arolas, 
1937-11-10,Enrique RODRIGUEZ,La calesita se destrozó,Roberto Flores,FOXTROT,Cliff Friend y Dave Franklin,Antonio Bernárdez
1937-11-10,Enrique RODRIGUEZ,Ritmo de juventud,Roberto Flores,PASODOBLE MARCHA, , 
1937-11-18,Enrique RODRIGUEZ,Clavelito en flor,Roberto Flores,VALS,Enrique Rodríguez,José María Casais
1937-11-18,Enrique RODRIGUEZ,Mi muñequita,Roberto Flores,TANGO,Enrique Rodríguez,Alfredo Bigeschi
1938-02-21,Enrique RODRIGUEZ,Jalisco nunca pierde,Roberto Flores,PASODOBLE, , 
1938-02-21,Enrique RODRIGUEZ,Que lejos que estoy,Roberto Flores,VALS,Angel Del Valle, 
1938-03-23,Enrique RODRIGUEZ,Dejame ser así,Roberto Flores,TANGO,Enrique Rodríguez,Francisco Gorrindo
1938-03-23,Enrique RODRIGUEZ,La colegiala,Roberto Flores,FOXTROT,Antonio Matas,Valentín González
1938-05-21,Enrique RODRIGUEZ,La maja aristocratica,Roberto Flores,VALS, , 
1938-05-23,Enrique RODRIGUEZ,Para mi eres divina,Roberto Flores,FOXTROT,Sholom Secunda,Jacob Jacobs
1938-05-23,Enrique RODRIGUEZ,Pues quien lo tiene,Roberto Flores,RANCHERA, , 
1938-06-27,Enrique RODRIGUEZ,A la huacachina,Roberto Flores,PASODOBLE,Francisco Pérez Anampa,Carlos Saco Herrera
1938-06-27,Enrique RODRIGUEZ,Siempre fiel, ,VALS CLASICO, , 
1938-08-18,Enrique RODRIGUEZ,Mi verdad,Roberto Flores,TANGO,Enrique Rodríguez,Arsenio Mármol
1938-09-21,Enrique RODRIGUEZ,Me encanta silbar,Roberto Flores,FOXTROT, , 
1938-09-21,Enrique RODRIGUEZ,Oh mama,Roberto Flores,PASODOBLE, , 
1938-12-27,Enrique RODRIGUEZ,Las espigadoras,Roberto Flores,VALS,Jacinto Guerrero Torres, 
1938-12-27,Enrique RODRIGUEZ,Vendrás alguna vez,Roberto Flores,TANGO,Alfredo Malerba,Luis César Amadori
1939-02-01,Enrique RODRIGUEZ,Los piconeros,Roberto Flores,VALS,Ramón Perelló ,Juan Mostazo
1939-02-01,Enrique RODRIGUEZ,Te quiero ver escopeta,Roberto Flores,TANGO,Enrique Rodríguez,Alfredo Bigeschi
1939-02-24,Enrique RODRIGUEZ,Jarangon,Roberto Flores,MARCHA, , 
1939-02-24,Enrique RODRIGUEZ,Son cosas del bandoneón,Roberto Flores,TANGO,Enrique Rodríguez,Enrique Cadícamo
1939-05-27,Enrique RODRIGUEZ,Mosterio,Roberto Flores,TANGO,Alberto Gambino,Fortunato Benzaquen
1939-06-05,Enrique RODRIGUEZ,A-Tisket A-Tasket,Roberto Flores,FOXTROT,Ella Fitzgerald y Al Feldman,Ella Fitzgerald y Al Feldman
1939-06-05,Enrique RODRIGUEZ,Encantador de serpientes,Roberto Flores,FOXTROT, , 
1939-06-05,Enrique RODRIGUEZ,Frou frou (fru fru),Roberto Flores,VALS,Henri Jacques Chatau,Homero Manzi
1939-06-05,Enrique RODRIGUEZ,Un copetín,Roberto Flores,TANGO,Juan Maglio,José Fernández
1939-07-25,Enrique RODRIGUEZ,"Salud, dinero y amor",Roberto Flores,VALS,Rodolfo Sciammarella,Rodolfo Sciammarella
1939-10-10,Enrique RODRIGUEZ,Con permiso señorita,Roberto Flores,TANGO,Enrique Rodríguez,Venancio Clauso
1939-10-10,Enrique RODRIGUEZ,Tengo mil novias,Roberto Flores,VALS,Enrique Rodríguez,Enrique Cadícamo
1939-12-18,Enrique RODRIGUEZ,Bombolo,Roberto Flores,PASODOBLE, , 
1939-12-18,Enrique RODRIGUEZ,Si no me engaña el corazón,Roberto Flores,TANGO,Mauricio Misé,Carlos Bahr
1940-03-15,Enrique RODRIGUEZ,Ay catalina,Armando Moreno,PASODOBLE, , 
1940-03-15,Enrique RODRIGUEZ,No te quiero más,Armando Moreno,TANGO,Juan Baüer,Juan Baüer
1940-04-30,Enrique RODRIGUEZ,Los años no curan penas,Armando Moreno,MILONGA,Enrique Rodríguez,Héctor Edmundo Tallón
1940-04-30,Enrique RODRIGUEZ,No le creas,Armando Moreno,TANGO,Enrique Rodríguez,Juan Bergerot
1940-06-04,Enrique RODRIGUEZ,En la buena y en la mala,Armando Moreno,TANGO,Enrique Rodríguez,Enrique Cadícamo
1940-06-04,Enrique RODRIGUEZ,Por aquí por allá,Armando Moreno,VALS,Enrique Rodríguez,Enrique Cadícamo
1940-06-11,Enrique RODRIGUEZ,Concierto en el parque,Armando Moreno,FOXTROT, , 
1940-06-11,Enrique RODRIGUEZ,La higuera,Armando Moreno,CORRIDO, , 
1940-06-11,Enrique RODRIGUEZ,Que puntada,Armando Moreno,CORRIDO,Antonio Escobar,Antonio Escobar
1940-07-31,Enrique RODRIGUEZ,Danza maligna,Armando Moreno,TANGO,Fernando Randle,Claudio Frollo
1940-08-13,Enrique RODRIGUEZ,Contigo pan y cebolla,Armando Moreno,TANGO,Enrique Rodríguez,Alfredo Bigeschi
1940-08-13,Enrique RODRIGUEZ,Isabelita,Armando Moreno,VALS,Rodolfo Sciammarella,Manuel Romero
1940-08-20,Enrique RODRIGUEZ,Cómo se pianta la vida,Armando Moreno,TANGO,Carlos Viván,Carlos Viván
1940-08-20,Enrique RODRIGUEZ,Falsa moneda,Armando Moreno,PASODOBLE, , 
1940-11-08,Enrique RODRIGUEZ,Amor en Budapest,Armando Moreno,FOXTROT,Erdelyi Mihaly,Alberto Novarro
1940-11-20,Enrique RODRIGUEZ,A media luz,Armando Moreno,TANGO,Edgardo Donato,Carlos Lenzi
1940-12-13,Enrique RODRIGUEZ,Atención y disparar,Armando Moreno,CORRIDO, , 
1940-12-13,Enrique RODRIGUEZ,Maria (2),Armando Moreno,PASODOBLE, , 
1940-12-18,Enrique RODRIGUEZ,Al mal tiempo buena cara,Armando Moreno,TANGO,Enrique Rodríguez,Ivo Pelay
1940-12-18,Enrique RODRIGUEZ,La torcacita, ,TANGO,José Martínez,José Martínez
1941-03-20,Enrique RODRIGUEZ,Nyanzas y malevos (Barrio de guapos),Armando Moreno,TANGO,Pintín Castellanos,Pintín Castellanos
1941-05-12,Enrique RODRIGUEZ,Esto es puro compas,Armando Moreno,TANGO,Ricardo Malerba,Enrique Cadícamo
1941-05-26,Enrique RODRIGUEZ,No se haga mala sangre,Armando Moreno,POLCA, , 
1941-05-26,Enrique RODRIGUEZ,Tabernero (El tabernero),Armando Moreno,TANGO,Fausto Frontera y Miguel Cafre,Raúl Costa Oliveri
1941-06-09,Enrique RODRIGUEZ,La gayola,Armando Moreno,TANGO,Rafael Tuegols,Armando Tagini
1941-06-09,Enrique RODRIGUEZ,Por mis trabucos,Armando Moreno,CORRIDO,José Bohr,José Bohr
1941-07-15,Enrique RODRIGUEZ,Cantar gitano,Armando Moreno,FOXTROT, , 
1941-07-23,Enrique RODRIGUEZ,Florida, ,TANGO,Raimundo Petillo,Antonio Polito
1941-07-23,Enrique RODRIGUEZ,Llorar por una mujer,Armando Moreno,TANGO,Enrique Rodríguez,Enrique Cadícamo
1941-08-07,Enrique RODRIGUEZ,Todo va bien,Armando Moreno,POLCA PASODOBLE, , 
1941-09-24,Enrique RODRIGUEZ,Con tu mirar,Armando Moreno,VALS,Eusebio Severo Giorno,Norberto Canosa
1941-09-24,Enrique RODRIGUEZ,Jueves, ,TANGO,Udelino Toranzo y Rafael Rossi, 
1941-10-24,Enrique RODRIGUEZ,Hice el testamiento,Armando Moreno,CORRIDO, , 
1941-10-24,Enrique RODRIGUEZ,Suerte loca,Armando Moreno,TANGO,Anselmo Aieta,Francisco García Jiménez
